perf_id,persona_id
2024-11-01|CP0020|CH005|P023|MK007|PR015|CT0217,P023
2024-11-01|CP0020|CH001|P023|MK007|PR015|CT0217,P023
2024-12-01|CP0020|CH001|P023|MK007|PR015|CT0217,P023
2024-12-01|CP0020|CH004|P023|MK007|PR015|CT0217,P023
2024-05-01|CP0021|CH004|P023|MK007|PR013|CT0870,P023
2024-06-01|CP0021|CH004|P023|MK007|PR013|CT0667,P023
2024-07-01|CP0021|CH004|P023|MK007|PR013|CT0490,P023
2024-08-01|CP0021|CH004|P023|MK007|PR013|CT0490,P023
2025-01-01|CP0022|CH001|P056|MK012|PR034|CT0482,P056
2025-02-01|CP0022|CH002|P056|MK012|PR034|CT0482,P056
2025-09-01|CP0022|CH002|P056|MK012|PR034|CT0482,P056
2025-09-01|CP0022|CH001|P056|MK012|PR034|CT0482,P056
2024-05-01|CP0023|CH003|P008|MK006|PR052|CT0835,P008
2024-06-01|CP0023|CH002|P008|MK006|PR052|CT0616,P008
2024-07-01|CP0023|CH002|P008|MK006|PR052|CT0835,P008
2024-08-01|CP0023|CH002|P008|MK006|PR052|CT0616,P008
2024-09-01|CP0023|CH002|P008|MK006|PR052|CT0516,P008
2024-10-01|CP0023|CH003|P008|MK006|PR052|CT0516,P008
2024-11-01|CP0023|CH002|P008|MK006|PR052|CT0516,P008
2024-07-01|CP0024|CH010|P004|MK008|PR005|CT0047,P004
2024-08-01|CP0024|CH008|P004|MK008|PR005|CT0608,P004
2024-09-01|CP0024|CH008|P004|MK008|PR005|CT0047,P004
2024-09-01|CP0025|CH003|P021|MK009|PR064|CT0398,P021
2024-10-01|CP0025|CH010|P021|MK009|PR064|CT0398,P021
2024-09-01|CP0026|CH005|P046|MK001|PR039|CT0407,P046
2024-10-01|CP0026|CH007|P046|MK001|PR039|CT0545,P046
2025-01-01|CP0027|CH009|P004|MK008|PR037|CT0761,P004
2025-02-01|CP0027|CH006|P004|MK008|PR037|CT0002,P004
2025-03-01|CP0027|CH006|P004|MK008|PR037|CT0759,P004
2025-05-01|CP0027|CH006|P004|MK008|PR037|CT0002,P004
2024-09-01|CP0028|CH008|P006|MK008|PR051|CT0673,P006
2024-09-01|CP0028|CH010|P006|MK008|PR051|CT0599,P006
2024-10-01|CP0028|CH008|P006|MK008|PR051|CT0673,P006
2024-11-01|CP0028|CH010|P006|MK008|PR051|CT0599,P006
2024-12-01|CP0028|CH008|P006|MK008|PR051|CT0646,P006
2024-01-01|CP0029|CH001|P020|MK001|PR003|CT0842,P020
2024-01-01|CP0029|CH009|P020|MK001|PR003|CT0842,P020
2024-02-01|CP0029|CH009|P020|MK001|PR003|CT0842,P020
2024-03-01|CP0029|CH009|P020|MK001|PR003|CT0842,P020
2024-03-01|CP0029|CH001|P020|MK001|PR003|CT0842,P020
2024-04-01|CP0029|CH009|P020|MK001|PR003|CT0842,P020
2024-05-01|CP0029|CH001|P020|MK001|PR003|CT0842,P020
2024-11-01|CP0030|CH001|P001|MK010|PR039|CT0542,P001
2024-12-01|CP0030|CH001|P001|MK010|PR039|CT0542,P001
2024-12-01|CP0030|CH005|P001|MK010|PR039|CT0542,P001
2025-01-01|CP0030|CH001|P001|MK010|PR039|CT0542,P001
2025-02-01|CP0030|CH005|P001|MK010|PR039|CT0542,P001
2025-02-01|CP0030|CH001|P001|MK010|PR039|CT0542,P001
2025-02-01|CP0031|CH003|P031|MK007|PR022|CT0794,P031
2025-03-01|CP0031|CH003|P031|MK007|PR022|CT0794,P031
2025-03-01|CP0031|CH006|P031|MK007|PR022|CT0618,P031
2025-04-01|CP0031|CH006|P031|MK007|PR022|CT0618,P031
2024-04-01|CP0032|CH007|P016|MK012|PR069|CT0348,P016
2024-04-01|CP0032|CH003|P016|MK012|PR069|CT0176,P016
2024-05-01|CP0032|CH003|P016|MK012|PR069|CT0760,P016
2024-12-01|CP0033|CH005|P017|MK009|PR019|CT0801,P017
2025-01-01|CP0033|CH005|P017|MK009|PR019|CT0811,P017
2025-02-01|CP0033|CH005|P017|MK009|PR019|CT0769,P017
2025-02-01|CP0033|CH002|P017|MK009|PR019|CT0811,P017
2024-07-01|CP0034|CH003|P005|MK004|PR057|CT0066,P005
2024-08-01|CP0034|CH003|P005|MK004|PR057|CT0066,P005
2024-09-01|CP0034|CH003|P005|MK004|PR057|CT0066,P005
2024-10-01|CP0034|CH003|P005|MK004|PR057|CT0066,P005
2024-11-01|CP0034|CH003|P005|MK004|PR057|CT0066,P005
2024-12-01|CP0034|CH003|P005|MK004|PR057|CT0066,P005
2024-07-01|CP0035|CH006|P048|MK005|PR073|CT0219,P048
2024-08-01|CP0035|CH006|P048|MK005|PR073|CT0006,P048
2024-08-01|CP0035|CH007|P048|MK005|PR073|CT0219,P048
2024-09-01|CP0035|CH007|P048|MK005|PR073|CT0219,P048
2024-09-01|CP0035|CH006|P048|MK005|PR073|CT0030,P048
2024-10-01|CP0035|CH007|P048|MK005|PR073|CT0474,P048
2025-03-01|CP0036|CH002|P021|MK009|PR057|CT0112,P021
2025-03-01|CP0036|CH007|P021|MK009|PR057|CT0112,P021
2025-04-01|CP0036|CH002|P021|MK009|PR057|CT0626,P021
2025-04-01|CP0036|CH007|P021|MK009|PR057|CT0112,P021
2025-05-01|CP0036|CH002|P021|MK009|PR057|CT0112,P021
2025-02-01|CP0037|CH005|P055|MK001|PR016|CT0700,P055
2025-02-01|CP0037|CH010|P055|MK001|PR016|CT0700,P055
2025-04-01|CP0037|CH005|P055|MK001|PR016|CT0700,P055
2025-05-01|CP0037|CH005|P055|MK001|PR016|CT0700,P055
2025-06-01|CP0037|CH002|P055|MK001|PR016|CT0373,P055
2024-06-01|CP0038|CH007|P040|MK006|PR021|CT0366,P040
2024-07-01|CP0038|CH007|P040|MK006|PR021|CT0454,P040
2024-08-01|CP0038|CH002|P040|MK006|PR021|CT0366,P040
2024-09-01|CP0038|CH002|P040|MK006|PR021|CT0834,P040
2024-09-01|CP0038|CH007|P040|MK006|PR021|CT0454,P040
2024-10-01|CP0038|CH007|P040|MK006|PR021|CT0454,P040
2024-11-01|CP0038|CH007|P040|MK006|PR021|CT0299,P040
2024-11-01|CP0038|CH002|P040|MK006|PR021|CT0366,P040
2024-12-01|CP0038|CH007|P040|MK006|PR021|CT0299,P040
2025-01-01|CP0038|CH007|P040|MK006|PR021|CT0366,P040
2024-11-01|CP0039|CH010|P014|MK007|PR006|CT0662,P014
2024-12-01|CP0039|CH010|P014|MK007|PR006|CT0527,P014
2024-10-01|CP0040|CH001|P002|MK012|PR051|CT0080,P002
2024-10-01|CP0040|CH005|P002|MK012|PR051|CT0080,P002
2024-11-01|CP0040|CH005|P002|MK012|PR051|CT0080,P002
2024-12-01|CP0040|CH001|P002|MK012|PR051|CT0080,P002
2025-01-01|CP0040|CH005|P002|MK012|PR051|CT0080,P002
2025-01-01|CP0040|CH001|P002|MK012|PR051|CT0080,P002
2025-02-01|CP0040|CH001|P002|MK012|PR051|CT0080,P002
2025-03-01|CP0040|CH005|P002|MK012|PR051|CT0080,P002
2025-03-01|CP0040|CH001|P002|MK012|PR051|CT0080,P002
2025-04-01|CP0040|CH005|P002|MK012|PR051|CT0080,P002
2025-04-01|CP0040|CH001|P002|MK012|PR051|CT0080,P002
2025-05-01|CP0040|CH001|P002|MK012|PR051|CT0080,P002
2025-05-01|CP0041|CH008|P055|MK001|PR009|CT0013,P055
2025-05-01|CP0041|CH002|P055|MK001|PR009|CT0013,P055
2025-06-01|CP0041|CH009|P055|MK001|PR009|CT0489,P055
2025-06-01|CP0041|CH008|P055|MK001|PR009|CT0013,P055
2025-07-01|CP0041|CH009|P055|MK001|PR009|CT0340,P055
2025-08-01|CP0041|CH002|P055|MK001|PR009|CT0077,P055
2025-08-01|CP0041|CH008|P055|MK001|PR009|CT0077,P055
2024-08-01|CP0042|CH005|P013|MK009|PR021|CT0374,P013
2024-09-01|CP0042|CH005|P013|MK009|PR021|CT0374,P013
2025-04-01|CP0043|CH001|P019|MK005|PR054|CT0421,P019
2025-05-01|CP0043|CH001|P019|MK005|PR054|CT0327,P019
2025-06-01|CP0043|CH001|P019|MK005|PR054|CT0421,P019
2025-04-01|CP0044|CH009|P044|MK005|PR017|CT0399,P044
2025-05-01|CP0044|CH009|P044|MK005|PR017|CT0563,P044
2025-07-01|CP0044|CH009|P044|MK005|PR017|CT0563,P044
2025-08-01|CP0044|CH009|P044|MK005|PR017|CT0399,P044
2024-08-01|CP0045|CH009|P005|MK004|PR002|CT0523,P005
2024-09-01|CP0045|CH009|P005|MK004|PR002|CT0244,P005
2025-01-01|CP0046|CH001|P055|MK001|PR054|CT0230,P055
2025-01-01|CP0046|CH003|P055|MK001|PR054|CT0230,P055
2025-03-01|CP0046|CH003|P055|MK001|PR054|CT0230,P055
2025-05-01|CP0046|CH001|P055|MK001|PR054|CT0230,P055
2024-11-01|CP0047|CH002|P029|MK009|PR064|CT0176,P029
2024-12-01|CP0047|CH002|P029|MK009|PR064|CT0728,P029
2025-01-01|CP0048|CH001|P018|MK005|PR069|CT0159,P018
2025-02-01|CP0048|CH007|P018|MK005|PR069|CT0364,P018
2025-02-01|CP0048|CH002|P018|MK005|PR069|CT0364,P018
2025-03-01|CP0049|CH003|P031|MK007|PR025|CT0277,P031
2025-04-01|CP0049|CH005|P031|MK007|PR025|CT0267,P031
2025-05-01|CP0049|CH005|P031|MK007|PR025|CT0587,P031
2025-06-01|CP0049|CH003|P031|MK007|PR025|CT0587,P031
2025-06-01|CP0049|CH005|P031|MK007|PR025|CT0277,P031
2025-07-01|CP0049|CH005|P031|MK007|PR025|CT0627,P031
2025-07-01|CP0049|CH003|P031|MK007|PR025|CT0267,P031
2025-08-01|CP0049|CH003|P031|MK007|PR025|CT0267,P031
2025-09-01|CP0049|CH005|P031|MK007|PR025|CT0267,P031
2025-09-01|CP0049|CH003|P031|MK007|PR025|CT0627,P031
2024-09-01|CP0050|CH006|P015|MK008|PR036|CT0170,P015
2024-10-01|CP0050|CH006|P015|MK008|PR036|CT0170,P015
2024-11-01|CP0050|CH001|P015|MK008|PR036|CT0170,P015
2024-06-01|CP0051|CH008|P042|MK005|PR029|CT0169,P042
2024-07-01|CP0051|CH008|P042|MK005|PR029|CT0234,P042
2024-08-01|CP0051|CH008|P042|MK005|PR029|CT0596,P042
2024-09-01|CP0051|CH008|P042|MK005|PR029|CT0596,P042
2024-10-01|CP0051|CH008|P042|MK005|PR029|CT0596,P042
2024-09-01|CP0052|CH010|P029|MK009|PR019|CT0161,P029
2024-10-01|CP0052|CH010|P029|MK009|PR019|CT0551,P029
2024-11-01|CP0052|CH010|P029|MK009|PR019|CT0161,P029
2024-12-01|CP0052|CH010|P029|MK009|PR019|CT0161,P029
2025-01-01|CP0052|CH010|P029|MK009|PR019|CT0819,P029
2024-03-01|CP0053|CH005|P032|MK004|PR008|CT0404,P032
2024-04-01|CP0053|CH005|P032|MK004|PR008|CT0456,P032
2024-05-01|CP0053|CH005|P032|MK004|PR008|CT0842,P032
2024-05-01|CP0053|CH007|P032|MK004|PR008|CT0842,P032
2024-12-01|CP0054|CH007|P029|MK009|PR018|CT0525,P029
2024-12-01|CP0054|CH008|P029|MK009|PR018|CT0779,P029
2025-02-01|CP0054|CH007|P029|MK009|PR018|CT0779,P029
2025-03-01|CP0054|CH007|P029|MK009|PR018|CT0779,P029
2025-04-01|CP0054|CH007|P029|MK009|PR018|CT0525,P029
2025-04-01|CP0054|CH008|P029|MK009|PR018|CT0525,P029
2024-07-01|CP0055|CH008|P054|MK004|PR034|CT0693,P054
2024-09-01|CP0055|CH008|P054|MK004|PR034|CT0315,P054
2024-09-01|CP0055|CH006|P054|MK004|PR034|CT0693,P054
2024-11-01|CP0056|CH006|P049|MK011|PR005|CT0054,P049
2024-12-01|CP0056|CH006|P049|MK011|PR005|CT0054,P049
2025-02-01|CP0056|CH006|P049|MK011|PR005|CT0231,P049
2025-04-01|CP0056|CH006|P049|MK011|PR005|CT0630,P049
2025-05-01|CP0056|CH006|P049|MK011|PR005|CT0138,P049
2024-08-01|CP0057|CH009|P045|MK011|PR031|CT0327,P045
2024-08-01|CP0057|CH008|P045|MK011|PR031|CT0327,P045
2024-10-01|CP0057|CH008|P045|MK011|PR031|CT0327,P045
2024-11-01|CP0057|CH009|P045|MK011|PR031|CT0327,P045
2024-11-01|CP0057|CH004|P045|MK011|PR031|CT0327,P045
2024-12-01|CP0057|CH009|P045|MK011|PR031|CT0327,P045
2025-01-01|CP0057|CH008|P045|MK011|PR031|CT0327,P045
2025-01-01|CP0057|CH004|P045|MK011|PR031|CT0327,P045
2024-12-01|CP0058|CH009|P030|MK007|PR034|CT0525,P030
2024-12-01|CP0058|CH008|P030|MK007|PR034|CT0525,P030
2025-01-01|CP0058|CH008|P030|MK007|PR034|CT0525,P030
2025-02-01|CP0058|CH008|P030|MK007|PR034|CT0525,P030
2025-02-01|CP0058|CH009|P030|MK007|PR034|CT0525,P030
2025-05-01|CP0059|CH001|P019|MK005|PR061|CT0745,P019
2025-06-01|CP0059|CH008|P019|MK005|PR061|CT0540,P019
2025-06-01|CP0059|CH001|P019|MK005|PR061|CT0745,P019
2025-07-01|CP0059|CH001|P019|MK005|PR061|CT0745,P019
2024-10-01|CP0060|CH004|P020|MK001|PR034|CT0778,P020
2024-12-01|CP0060|CH004|P020|MK001|PR034|CT0224,P020
2025-01-01|CP0060|CH004|P020|MK001|PR034|CT0224,P020
2025-03-01|CP0060|CH004|P020|MK001|PR034|CT0778,P020
2024-08-01|CP0061|CH004|P047|MK011|PR041|CT0563,P047
2024-08-01|CP0061|CH008|P047|MK011|PR041|CT0563,P047
2024-09-01|CP0061|CH008|P047|MK011|PR041|CT0563,P047
2024-10-01|CP0061|CH004|P047|MK011|PR041|CT0563,P047
2024-10-01|CP0061|CH008|P047|MK011|PR041|CT0563,P047
2024-11-01|CP0061|CH008|P047|MK011|PR041|CT0563,P047
2024-04-01|CP0062|CH008|P012|MK005|PR072|CT0348,P012
2024-05-01|CP0062|CH008|P012|MK005|PR072|CT0305,P012
2024-05-01|CP0062|CH005|P012|MK005|PR072|CT0528,P012
2024-06-01|CP0062|CH008|P012|MK005|PR072|CT0348,P012
2024-06-01|CP0062|CH005|P012|MK005|PR072|CT0348,P012
2024-07-01|CP0062|CH005|P012|MK005|PR072|CT0348,P012
2024-07-01|CP0062|CH008|P012|MK005|PR072|CT0305,P012
2024-08-01|CP0062|CH008|P012|MK005|PR072|CT0499,P012
2024-10-01|CP0063|CH002|P014|MK007|PR071|CT0779,P014
2024-12-01|CP0063|CH008|P014|MK007|PR071|CT0779,P014
2024-12-01|CP0063|CH003|P014|MK007|PR071|CT0779,P014
2025-01-01|CP0063|CH003|P014|MK007|PR071|CT0779,P014
2024-07-01|CP0064|CH009|P025|MK005|PR039|CT0443,P025
2024-08-01|CP0064|CH006|P025|MK005|PR039|CT0871,P025
2024-09-01|CP0064|CH006|P025|MK005|PR039|CT0443,P025
2024-10-01|CP0064|CH006|P025|MK005|PR039|CT0443,P025
2024-10-01|CP0064|CH009|P025|MK005|PR039|CT0443,P025
2024-11-01|CP0064|CH009|P025|MK005|PR039|CT0871,P025
2024-12-01|CP0064|CH009|P025|MK005|PR039|CT0871,P025
2025-01-01|CP0064|CH009|P025|MK005|PR039|CT0443,P025
2025-03-01|CP0065|CH003|P017|MK009|PR012|CT0018,P017
2025-04-01|CP0065|CH004|P017|MK009|PR012|CT0018,P017
2025-05-01|CP0065|CH004|P017|MK009|PR012|CT0018,P017
2025-05-01|CP0065|CH003|P017|MK009|PR012|CT0018,P017
2025-07-01|CP0065|CH004|P017|MK009|PR012|CT0018,P017
2025-07-01|CP0065|CH003|P017|MK009|PR012|CT0018,P017
2025-09-01|CP0065|CH004|P017|MK009|PR012|CT0018,P017
2025-09-01|CP0065|CH003|P017|MK009|PR012|CT0018,P017
2024-08-01|CP0066|CH004|P018|MK005|PR005|CT0009,P018
2024-09-01|CP0066|CH004|P018|MK005|PR005|CT0864,P018
2024-10-01|CP0066|CH004|P018|MK005|PR005|CT0278,P018
2024-11-01|CP0066|CH004|P018|MK005|PR005|CT0009,P018
2024-12-01|CP0066|CH004|P018|MK005|PR005|CT0278,P018
2025-01-01|CP0066|CH004|P018|MK005|PR005|CT0278,P018
2025-02-01|CP0066|CH004|P018|MK005|PR005|CT0704,P018
2025-03-01|CP0066|CH004|P018|MK005|PR005|CT0278,P018
2024-09-01|CP0067|CH006|P047|MK011|PR043|CT0600,P047
2024-10-01|CP0067|CH010|P047|MK011|PR043|CT0600,P047
2024-11-01|CP0067|CH006|P047|MK011|PR043|CT0187,P047
2024-12-01|CP0067|CH006|P047|MK011|PR043|CT0187,P047
2025-01-01|CP0067|CH006|P047|MK011|PR043|CT0187,P047
2025-01-01|CP0067|CH010|P047|MK011|PR043|CT0187,P047
2025-02-01|CP0067|CH006|P047|MK011|PR043|CT0584,P047
2025-03-01|CP0067|CH010|P047|MK011|PR043|CT0600,P047
2024-03-01|CP0068|CH002|P018|MK005|PR057|CT0635,P018
2024-03-01|CP0068|CH004|P018|MK005|PR057|CT0736,P018
2024-04-01|CP0068|CH004|P018|MK005|PR057|CT0736,P018
2024-05-01|CP0068|CH002|P018|MK005|PR057|CT0635,P018
2024-06-01|CP0068|CH002|P018|MK005|PR057|CT0183,P018
2024-06-01|CP0068|CH004|P018|MK005|PR057|CT0635,P018
2024-07-01|CP0068|CH002|P018|MK005|PR057|CT0183,P018
2024-03-01|CP0069|CH002|P016|MK012|PR075|CT0182,P016
2024-05-01|CP0069|CH002|P016|MK012|PR075|CT0889,P016
2024-06-01|CP0069|CH002|P016|MK012|PR075|CT0182,P016
2024-07-01|CP0069|CH007|P016|MK012|PR075|CT0182,P016
2024-08-01|CP0069|CH007|P016|MK012|PR075|CT0889,P016
2024-08-01|CP0069|CH002|P016|MK012|PR075|CT0889,P016
2025-02-01|CP0070|CH008|P015|MK008|PR030|CT0557,P015
2025-03-01|CP0070|CH008|P015|MK008|PR030|CT0265,P015
2025-04-01|CP0070|CH003|P015|MK008|PR030|CT0265,P015
2024-01-01|CP0071|CH001|P003|MK012|PR074|CT0201,P003
2024-02-01|CP0071|CH001|P003|MK012|PR074|CT0628,P003
2024-03-01|CP0071|CH001|P003|MK012|PR074|CT0022,P003
2024-04-01|CP0071|CH002|P003|MK012|PR074|CT0022,P003
2024-05-01|CP0071|CH002|P003|MK012|PR074|CT0124,P003
2024-06-01|CP0071|CH002|P003|MK012|PR074|CT0201,P003
2024-06-01|CP0071|CH001|P003|MK012|PR074|CT0124,P003
2024-07-01|CP0071|CH002|P003|MK012|PR074|CT0022,P003
2024-02-01|CP0072|CH007|P007|MK010|PR037|CT0683,P007
2024-02-01|CP0072|CH009|P007|MK010|PR037|CT0683,P007
2024-03-01|CP0072|CH007|P007|MK010|PR037|CT0683,P007
2024-04-01|CP0072|CH007|P007|MK010|PR037|CT0683,P007
2024-05-01|CP0072|CH007|P007|MK010|PR037|CT0683,P007
2024-04-01|CP0073|CH006|P012|MK005|PR061|CT0791,P012
2024-04-01|CP0073|CH007|P012|MK005|PR061|CT0791,P012
2024-05-01|CP0073|CH006|P012|MK005|PR061|CT0791,P012
2024-06-01|CP0073|CH007|P012|MK005|PR061|CT0791,P012
2024-07-01|CP0073|CH006|P012|MK005|PR061|CT0791,P012
2024-08-01|CP0073|CH007|P012|MK005|PR061|CT0791,P012
2024-08-01|CP0073|CH006|P012|MK005|PR061|CT0791,P012
2024-09-01|CP0073|CH007|P012|MK005|PR061|CT0791,P012
2024-10-01|CP0073|CH006|P012|MK005|PR061|CT0791,P012
2024-11-01|CP0073|CH006|P012|MK005|PR061|CT0791,P012
2024-06-01|CP0074|CH009|P029|MK009|PR065|CT0386,P029
2024-06-01|CP0074|CH003|P029|MK009|PR065|CT0386,P029
2024-09-01|CP0074|CH008|P029|MK009|PR065|CT0466,P029
2024-11-01|CP0075|CH006|P023|MK007|PR021|CT0365,P023
2024-12-01|CP0075|CH010|P023|MK007|PR021|CT0113,P023
2025-01-01|CP0075|CH010|P023|MK007|PR021|CT0672,P023
2025-02-01|CP0075|CH006|P023|MK007|PR021|CT0620,P023
2025-03-01|CP0075|CH010|P023|MK007|PR021|CT0365,P023
2025-03-01|CP0075|CH006|P023|MK007|PR021|CT0365,P023
2025-04-01|CP0075|CH006|P023|MK007|PR021|CT0620,P023
2025-05-01|CP0075|CH010|P023|MK007|PR021|CT0365,P023
2024-03-01|CP0076|CH009|P031|MK007|PR029|CT0101,P031
2024-03-01|CP0076|CH007|P031|MK007|PR029|CT0101,P031
2024-05-01|CP0076|CH007|P031|MK007|PR029|CT0101,P031
2024-06-01|CP0076|CH009|P031|MK007|PR029|CT0101,P031
2024-07-01|CP0076|CH009|P031|MK007|PR029|CT0101,P031
2024-07-01|CP0076|CH007|P031|MK007|PR029|CT0101,P031
2024-08-01|CP0076|CH009|P031|MK007|PR029|CT0101,P031
2025-03-01|CP0077|CH008|P027|MK008|PR047|CT0051,P027
2025-04-01|CP0077|CH002|P027|MK008|PR047|CT0051,P027
