perf_id,sku
2024-10-01|CP0011|CH005|P003|MK012|PR049|CT0291,PR049
2025-01-01|CP0011|CH005|P003|MK012|PR049|CT0155,PR049
2025-02-01|CP0011|CH003|P003|MK012|PR049|CT0155,PR049
2024-07-01|CP0012|CH010|P036|MK010|PR011|CT0881,PR011
2024-07-01|CP0012|CH007|P036|MK010|PR011|CT0120,PR011
2024-08-01|CP0012|CH007|P036|MK010|PR011|CT0881,PR011
2024-09-01|CP0012|CH010|P036|MK010|PR011|CT0111,PR011
2024-10-01|CP0012|CH010|P036|MK010|PR011|CT0120,PR011
2024-10-01|CP0012|CH007|P036|MK010|PR011|CT0111,PR011
2024-11-01|CP0012|CH010|P036|MK010|PR011|CT0120,PR011
2024-10-01|CP0013|CH009|P060|MK011|PR055|CT0615,PR055
2024-11-01|CP0013|CH009|P060|MK011|PR055|CT0615,PR055
2024-12-01|CP0013|CH009|P060|MK011|PR055|CT0348,PR055
2024-12-01|CP0013|CH001|P060|MK011|PR055|CT0615,PR055
2025-01-01|CP0013|CH001|P060|MK011|PR055|CT0618,PR055
2025-01-01|CP0013|CH009|P060|MK011|PR055|CT0618,PR055
2025-01-01|CP0014|CH002|P030|MK007|PR036|CT0588,PR036
2025-02-01|CP0014|CH007|P030|MK007|PR036|CT0118,PR036
2025-02-01|CP0014|CH002|P030|MK007|PR036|CT0588,PR036
2025-03-01|CP0014|CH007|P030|MK007|PR036|CT0034,PR036
2025-04-01|CP0014|CH002|P030|MK007|PR036|CT0118,PR036
2025-05-01|CP0014|CH007|P030|MK007|PR036|CT0550,PR036
2025-05-01|CP0014|CH002|P030|MK007|PR036|CT0118,PR036
2025-06-01|CP0014|CH007|P030|MK007|PR036|CT0034,PR036
2025-01-01|CP0015|CH003|P031|MK007|PR038|CT0371,PR038
2025-01-01|CP0015|CH010|P031|MK007|PR038|CT0686,PR038
2025-02-01|CP0015|CH010|P031|MK007|PR038|CT0700,PR038
2025-03-01|CP0015|CH003|P031|MK007|PR038|CT0700,PR038
2025-04-01|CP0015|CH010|P031|MK007|PR038|CT0700,PR038
2025-05-01|CP0015|CH010|P031|MK007|PR038|CT0700,PR038
2025-06-01|CP0015|CH003|P031|MK007|PR038|CT0700,PR038
2024-02-01|CP0016|CH008|P001|MK010|PR009|CT0237,PR009
2024-04-01|CP0016|CH008|P001|MK010|PR009|CT0237,PR009
2024-05-01|CP0016|CH008|P001|MK010|PR009|CT0854,PR009
2024-11-01|CP0017|CH002|P009|MK003|PR045|CT0795,PR045
2024-12-01|CP0017|CH006|P009|MK003|PR045|CT0795,PR045
2025-01-01|CP0017|CH006|P009|MK003|PR045|CT0236,PR045
2025-01-01|CP0017|CH009|P009|MK003|PR045|CT0468,PR045
2025-02-01|CP0017|CH002|P009|MK003|PR045|CT0236,PR045
2025-02-01|CP0017|CH009|P009|MK003|PR045|CT0236,PR045
2025-02-01|CP0018|CH007|P009|MK003|PR022|CT0871,PR022
2025-03-01|CP0018|CH003|P009|MK003|PR022|CT0276,PR022
2025-04-01|CP0018|CH007|P009|MK003|PR022|CT0871,PR022
2025-05-01|CP0018|CH003|P009|MK003|PR022|CT0871,PR022
2025-05-01|CP0018|CH007|P009|MK003|PR022|CT0303,PR022
2025-02-01|CP0019|CH006|P047|MK011|PR057|CT0064,PR057
2025-03-01|CP0019|CH010|P047|MK011|PR057|CT0064,PR057
2025-03-01|CP0019|CH006|P047|MK011|PR057|CT0064,PR057
2025-04-01|CP0019|CH010|P047|MK011|PR057|CT0064,PR057
2025-04-01|CP0019|CH006|P047|MK011|PR057|CT0064,PR057
2025-05-01|CP0019|CH010|P047|MK011|PR057|CT0064,PR057
2024-10-01|CP0020|CH004|P023|MK007|PR015|CT0217,PR015
2024-10-01|CP0020|CH001|P023|MK007|PR015|CT0217,PR015
2024-11-01|CP0020|CH005|P023|MK007|PR015|CT0217,PR015
2024-11-01|CP0020|CH001|P023|MK007|PR015|CT0217,PR015
2024-12-01|CP0020|CH001|P023|MK007|PR015|CT0217,PR015
2024-12-01|CP0020|CH004|P023|MK007|PR015|CT0217,PR015
2024-05-01|CP0021|CH004|P023|MK007|PR013|CT0870,PR013
2024-06-01|CP0021|CH004|P023|MK007|PR013|CT0667,PR013
2024-07-01|CP0021|CH004|P023|MK007|PR013|CT0490,PR013
2024-08-01|CP0021|CH004|P023|MK007|PR013|CT0490,PR013
2025-01-01|CP0022|CH001|P056|MK012|PR034|CT0482,PR034
2025-02-01|CP0022|CH002|P056|MK012|PR034|CT0482,PR034
2025-09-01|CP0022|CH002|P056|MK012|PR034|CT0482,PR034
2025-09-01|CP0022|CH001|P056|MK012|PR034|CT0482,PR034
2024-05-01|CP0023|CH003|P008|MK006|PR052|CT0835,PR052
2024-06-01|CP0023|CH002|P008|MK006|PR052|CT0616,PR052
2024-07-01|CP0023|CH002|P008|MK006|PR052|CT0835,PR052
2024-08-01|CP0023|CH002|P008|MK006|PR052|CT0616,PR052
2024-09-01|CP0023|CH002|P008|MK006|PR052|CT0516,PR052
2024-10-01|CP0023|CH003|P008|MK006|PR052|CT0516,PR052
2024-11-01|CP0023|CH002|P008|MK006|PR052|CT0516,PR052
2024-07-01|CP0024|CH010|P004|MK008|PR005|CT0047,PR005
2024-08-01|CP0024|CH008|P004|MK008|PR005|CT0608,PR005
2024-09-01|CP0024|CH008|P004|MK008|PR005|CT0047,PR005
2024-09-01|CP0025|CH003|P021|MK009|PR064|CT0398,PR064
2024-10-01|CP0025|CH010|P021|MK009|PR064|CT0398,PR064
2024-09-01|CP0026|CH005|P046|MK001|PR039|CT0407,PR039
2024-10-01|CP0026|CH007|P046|MK001|PR039|CT0545,PR039
2025-01-01|CP0027|CH009|P004|MK008|PR037|CT0761,PR037
2025-02-01|CP0027|CH006|P004|MK008|PR037|CT0002,PR037
2025-03-01|CP0027|CH006|P004|MK008|PR037|CT0759,PR037
2025-05-01|CP0027|CH006|P004|MK008|PR037|CT0002,PR037
2024-09-01|CP0028|CH008|P006|MK008|PR051|CT0673,PR051
2024-09-01|CP0028|CH010|P006|MK008|PR051|CT0599,PR051
2024-10-01|CP0028|CH008|P006|MK008|PR051|CT0673,PR051
2024-11-01|CP0028|CH010|P006|MK008|PR051|CT0599,PR051
2024-12-01|CP0028|CH008|P006|MK008|PR051|CT0646,PR051
2024-01-01|CP0029|CH001|P020|MK001|PR003|CT0842,PR003
2024-01-01|CP0029|CH009|P020|MK001|PR003|CT0842,PR003
2024-02-01|CP0029|CH009|P020|MK001|PR003|CT0842,PR003
2024-03-01|CP0029|CH009|P020|MK001|PR003|CT0842,PR003
2024-03-01|CP0029|CH001|P020|MK001|PR003|CT0842,PR003
2024-04-01|CP0029|CH009|P020|MK001|PR003|CT0842,PR003
2024-05-01|CP0029|CH001|P020|MK001|PR003|CT0842,PR003
2024-11-01|CP0030|CH001|P001|MK010|PR039|CT0542,PR039
2024-12-01|CP0030|CH001|P001|MK010|PR039|CT0542,PR039
2024-12-01|CP0030|CH005|P001|MK010|PR039|CT0542,PR039
2025-01-01|CP0030|CH001|P001|MK010|PR039|CT0542,PR039
2025-02-01|CP0030|CH005|P001|MK010|PR039|CT0542,PR039
2025-02-01|CP0030|CH001|P001|MK010|PR039|CT0542,PR039
2025-02-01|CP0031|CH003|P031|MK007|PR022|CT0794,PR022
2025-03-01|CP0031|CH003|P031|MK007|PR022|CT0794,PR022
2025-03-01|CP0031|CH006|P031|MK007|PR022|CT0618,PR022
2025-04-01|CP0031|CH006|P031|MK007|PR022|CT0618,PR022
2024-04-01|CP0032|CH007|P016|MK012|PR069|CT0348,PR069
2024-04-01|CP0032|CH003|P016|MK012|PR069|CT0176,PR069
2024-05-01|CP0032|CH003|P016|MK012|PR069|CT0760,PR069
2024-12-01|CP0033|CH005|P017|MK009|PR019|CT0801,PR019
2025-01-01|CP0033|CH005|P017|MK009|PR019|CT0811,PR019
2025-02-01|CP0033|CH005|P017|MK009|PR019|CT0769,PR019
2025-02-01|CP0033|CH002|P017|MK009|PR019|CT0811,PR019
2024-07-01|CP0034|CH003|P005|MK004|PR057|CT0066,PR057
2024-08-01|CP0034|CH003|P005|MK004|PR057|CT0066,PR057
2024-09-01|CP0034|CH003|P005|MK004|PR057|CT0066,PR057
2024-10-01|CP0034|CH003|P005|MK004|PR057|CT0066,PR057
2024-11-01|CP0034|CH003|P005|MK004|PR057|CT0066,PR057
2024-12-01|CP0034|CH003|P005|MK004|PR057|CT0066,PR057
2024-07-01|CP0035|CH006|P048|MK005|PR073|CT0219,PR073
2024-08-01|CP0035|CH006|P048|MK005|PR073|CT0006,PR073
2024-08-01|CP0035|CH007|P048|MK005|PR073|CT0219,PR073
2024-09-01|CP0035|CH007|P048|MK005|PR073|CT0219,PR073
2024-09-01|CP0035|CH006|P048|MK005|PR073|CT0030,PR073
2024-10-01|CP0035|CH007|P048|MK005|PR073|CT0474,PR073
2025-03-01|CP0036|CH002|P021|MK009|PR057|CT0112,PR057
2025-03-01|CP0036|CH007|P021|MK009|PR057|CT0112,PR057
2025-04-01|CP0036|CH002|P021|MK009|PR057|CT0626,PR057
2025-04-01|CP0036|CH007|P021|MK009|PR057|CT0112,PR057
2025-05-01|CP0036|CH002|P021|MK009|PR057|CT0112,PR057
2025-02-01|CP0037|CH005|P055|MK001|PR016|CT0700,PR016
2025-02-01|CP0037|CH010|P055|MK001|PR016|CT0700,PR016
2025-04-01|CP0037|CH005|P055|MK001|PR016|CT0700,PR016
2025-05-01|CP0037|CH005|P055|MK001|PR016|CT0700,PR016
2025-06-01|CP0037|CH002|P055|MK001|PR016|CT0373,PR016
2024-06-01|CP0038|CH007|P040|MK006|PR021|CT0366,PR021
2024-07-01|CP0038|CH007|P040|MK006|PR021|CT0454,PR021
2024-08-01|CP0038|CH002|P040|MK006|PR021|CT0366,PR021
2024-09-01|CP0038|CH002|P040|MK006|PR021|CT0834,PR021
2024-09-01|CP0038|CH007|P040|MK006|PR021|CT0454,PR021
2024-10-01|CP0038|CH007|P040|MK006|PR021|CT0454,PR021
2024-11-01|CP0038|CH007|P040|MK006|PR021|CT0299,PR021
2024-11-01|CP0038|CH002|P040|MK006|PR021|CT0366,PR021
2024-12-01|CP0038|CH007|P040|MK006|PR021|CT0299,PR021
2025-01-01|CP0038|CH007|P040|MK006|PR021|CT0366,PR021
2024-11-01|CP0039|CH010|P014|MK007|PR006|CT0662,PR006
2024-12-01|CP0039|CH010|P014|MK007|PR006|CT0527,PR006
2024-10-01|CP0040|CH001|P002|MK012|PR051|CT0080,PR051
2024-10-01|CP0040|CH005|P002|MK012|PR051|CT0080,PR051
2024-11-01|CP0040|CH005|P002|MK012|PR051|CT0080,PR051
2024-12-01|CP0040|CH001|P002|MK012|PR051|CT0080,PR051
2025-01-01|CP0040|CH005|P002|MK012|PR051|CT0080,PR051
2025-01-01|CP0040|CH001|P002|MK012|PR051|CT0080,PR051
2025-02-01|CP0040|CH001|P002|MK012|PR051|CT0080,PR051
2025-03-01|CP0040|CH005|P002|MK012|PR051|CT0080,PR051
2025-03-01|CP0040|CH001|P002|MK012|PR051|CT0080,PR051
2025-04-01|CP0040|CH005|P002|MK012|PR051|CT0080,PR051
2025-04-01|CP0040|CH001|P002|MK012|PR051|CT0080,PR051
2025-05-01|CP0040|CH001|P002|MK012|PR051|CT0080,PR051
2025-05-01|CP0041|CH008|P055|MK001|PR009|CT0013,PR009
2025-05-01|CP0041|CH002|P055|MK001|PR009|CT0013,PR009
2025-06-01|CP0041|CH009|P055|MK001|PR009|CT0489,PR009
2025-06-01|CP0041|CH008|P055|MK001|PR009|CT0013,PR009
2025-07-01|CP0041|CH009|P055|MK001|PR009|CT0340,PR009
2025-08-01|CP0041|CH002|P055|MK001|PR009|CT0077,PR009
2025-08-01|CP0041|CH008|P055|MK001|PR009|CT0077,PR009
2024-08-01|CP0042|CH005|P013|MK009|PR021|CT0374,PR021
2024-09-01|CP0042|CH005|P013|MK009|PR021|CT0374,PR021
2025-04-01|CP0043|CH001|P019|MK005|PR054|CT0421,PR054
2025-05-01|CP0043|CH001|P019|MK005|PR054|CT0327,PR054
2025-06-01|CP0043|CH001|P019|MK005|PR054|CT0421,PR054
2025-04-01|CP0044|CH009|P044|MK005|PR017|CT0399,PR017
2025-05-01|CP0044|CH009|P044|MK005|PR017|CT0563,PR017
2025-07-01|CP0044|CH009|P044|MK005|PR017|CT0563,PR017
2025-08-01|CP0044|CH009|P044|MK005|PR017|CT0399,PR017
2024-08-01|CP0045|CH009|P005|MK004|PR002|CT0523,PR002
2024-09-01|CP0045|CH009|P005|MK004|PR002|CT0244,PR002
2025-01-01|CP0046|CH001|P055|MK001|PR054|CT0230,PR054
2025-01-01|CP0046|CH003|P055|MK001|PR054|CT0230,PR054
2025-03-01|CP0046|CH003|P055|MK001|PR054|CT0230,PR054
2025-05-01|CP0046|CH001|P055|MK001|PR054|CT0230,PR054
2024-11-01|CP0047|CH002|P029|MK009|PR064|CT0176,PR064
2024-12-01|CP0047|CH002|P029|MK009|PR064|CT0728,PR064
2025-01-01|CP0048|CH001|P018|MK005|PR069|CT0159,PR069
2025-02-01|CP0048|CH007|P018|MK005|PR069|CT0364,PR069
2025-02-01|CP0048|CH002|P018|MK005|PR069|CT0364,PR069
2025-03-01|CP0049|CH003|P031|MK007|PR025|CT0277,PR025
2025-04-01|CP0049|CH005|P031|MK007|PR025|CT0267,PR025
2025-05-01|CP0049|CH005|P031|MK007|PR025|CT0587,PR025
2025-06-01|CP0049|CH003|P031|MK007|PR025|CT0587,PR025
2025-06-01|CP0049|CH005|P031|MK007|PR025|CT0277,PR025
2025-07-01|CP0049|CH005|P031|MK007|PR025|CT0627,PR025
2025-07-01|CP0049|CH003|P031|MK007|PR025|CT0267,PR025
2025-08-01|CP0049|CH003|P031|MK007|PR025|CT0267,PR025
2025-09-01|CP0049|CH005|P031|MK007|PR025|CT0267,PR025
2025-09-01|CP0049|CH003|P031|MK007|PR025|CT0627,PR025
2024-09-01|CP0050|CH006|P015|MK008|PR036|CT0170,PR036
2024-10-01|CP0050|CH006|P015|MK008|PR036|CT0170,PR036
2024-11-01|CP0050|CH001|P015|MK008|PR036|CT0170,PR036
2024-06-01|CP0051|CH008|P042|MK005|PR029|CT0169,PR029
2024-07-01|CP0051|CH008|P042|MK005|PR029|CT0234,PR029
2024-08-01|CP0051|CH008|P042|MK005|PR029|CT0596,PR029
2024-09-01|CP0051|CH008|P042|MK005|PR029|CT0596,PR029
2024-10-01|CP0051|CH008|P042|MK005|PR029|CT0596,PR029
2024-09-01|CP0052|CH010|P029|MK009|PR019|CT0161,PR019
2024-10-01|CP0052|CH010|P029|MK009|PR019|CT0551,PR019
2024-11-01|CP0052|CH010|P029|MK009|PR019|CT0161,PR019
2024-12-01|CP0052|CH010|P029|MK009|PR019|CT0161,PR019
2025-01-01|CP0052|CH010|P029|MK009|PR019|CT0819,PR019
2024-03-01|CP0053|CH005|P032|MK004|PR008|CT0404,PR008
2024-04-01|CP0053|CH005|P032|MK004|PR008|CT0456,PR008
2024-05-01|CP0053|CH005|P032|MK004|PR008|CT0842,PR008
2024-05-01|CP0053|CH007|P032|MK004|PR008|CT0842,PR008
2024-12-01|CP0054|CH007|P029|MK009|PR018|CT0525,PR018
2024-12-01|CP0054|CH008|P029|MK009|PR018|CT0779,PR018
2025-02-01|CP0054|CH007|P029|MK009|PR018|CT0779,PR018
2025-03-01|CP0054|CH007|P029|MK009|PR018|CT0779,PR018
2025-04-01|CP0054|CH007|P029|MK009|PR018|CT0525,PR018
2025-04-01|CP0054|CH008|P029|MK009|PR018|CT0525,PR018
2024-07-01|CP0055|CH008|P054|MK004|PR034|CT0693,PR034
2024-09-01|CP0055|CH008|P054|MK004|PR034|CT0315,PR034
2024-09-01|CP0055|CH006|P054|MK004|PR034|CT0693,PR034
2024-11-01|CP0056|CH006|P049|MK011|PR005|CT0054,PR005
2024-12-01|CP0056|CH006|P049|MK011|PR005|CT0054,PR005
2025-02-01|CP0056|CH006|P049|MK011|PR005|CT0231,PR005
2025-04-01|CP0056|CH006|P049|MK011|PR005|CT0630,PR005
2025-05-01|CP0056|CH006|P049|MK011|PR005|CT0138,PR005
2024-08-01|CP0057|CH009|P045|MK011|PR031|CT0327,PR031
2024-08-01|CP0057|CH008|P045|MK011|PR031|CT0327,PR031
2024-10-01|CP0057|CH008|P045|MK011|PR031|CT0327,PR031
2024-11-01|CP0057|CH009|P045|MK011|PR031|CT0327,PR031
2024-11-01|CP0057|CH004|P045|MK011|PR031|CT0327,PR031
2024-12-01|CP0057|CH009|P045|MK011|PR031|CT0327,PR031
2025-01-01|CP0057|CH008|P045|MK011|PR031|CT0327,PR031
2025-01-01|CP0057|CH004|P045|MK011|PR031|CT0327,PR031
2024-12-01|CP0058|CH009|P030|MK007|PR034|CT0525,PR034
2024-12-01|CP0058|CH008|P030|MK007|PR034|CT0525,PR034
2025-01-01|CP0058|CH008|P030|MK007|PR034|CT0525,PR034
2025-02-01|CP0058|CH008|P030|MK007|PR034|CT0525,PR034
2025-02-01|CP0058|CH009|P030|MK007|PR034|CT0525,PR034
2025-05-01|CP0059|CH001|P019|MK005|PR061|CT0745,PR061
2025-06-01|CP0059|CH008|P019|MK005|PR061|CT0540,PR061
2025-06-01|CP0059|CH001|P019|MK005|PR061|CT0745,PR061
2025-07-01|CP0059|CH001|P019|MK005|PR061|CT0745,PR061
2024-10-01|CP0060|CH004|P020|MK001|PR034|CT0778,PR034
2024-12-01|CP0060|CH004|P020|MK001|PR034|CT0224,PR034
2025-01-01|CP0060|CH004|P020|MK001|PR034|CT0224,PR034
2025-03-01|CP0060|CH004|P020|MK001|PR034|CT0778,PR034
2024-08-01|CP0061|CH004|P047|MK011|PR041|CT0563,PR041
2024-08-01|CP0061|CH008|P047|MK011|PR041|CT0563,PR041
2024-09-01|CP0061|CH008|P047|MK011|PR041|CT0563,PR041
2024-10-01|CP0061|CH004|P047|MK011|PR041|CT0563,PR041
2024-10-01|CP0061|CH008|P047|MK011|PR041|CT0563,PR041
2024-11-01|CP0061|CH008|P047|MK011|PR041|CT0563,PR041
2024-04-01|CP0062|CH008|P012|MK005|PR072|CT0348,PR072
2024-05-01|CP0062|CH008|P012|MK005|PR072|CT0305,PR072
2024-05-01|CP0062|CH005|P012|MK005|PR072|CT0528,PR072
2024-06-01|CP0062|CH008|P012|MK005|PR072|CT0348,PR072
2024-06-01|CP0062|CH005|P012|MK005|PR072|CT0348,PR072
2024-07-01|CP0062|CH005|P012|MK005|PR072|CT0348,PR072
2024-07-01|CP0062|CH008|P012|MK005|PR072|CT0305,PR072
2024-08-01|CP0062|CH008|P012|MK005|PR072|CT0499,PR072
2024-10-01|CP0063|CH002|P014|MK007|PR071|CT0779,PR071
2024-12-01|CP0063|CH008|P014|MK007|PR071|CT0779,PR071
2024-12-01|CP0063|CH003|P014|MK007|PR071|CT0779,PR071
2025-01-01|CP0063|CH003|P014|MK007|PR071|CT0779,PR071
2024-07-01|CP0064|CH009|P025|MK005|PR039|CT0443,PR039
2024-08-01|CP0064|CH006|P025|MK005|PR039|CT0871,PR039
2024-09-01|CP0064|CH006|P025|MK005|PR039|CT0443,PR039
2024-10-01|CP0064|CH006|P025|MK005|PR039|CT0443,PR039
2024-10-01|CP0064|CH009|P025|MK005|PR039|CT0443,PR039
2024-11-01|CP0064|CH009|P025|MK005|PR039|CT0871,PR039
2024-12-01|CP0064|CH009|P025|MK005|PR039|CT0871,PR039
2025-01-01|CP0064|CH009|P025|MK005|PR039|CT0443,PR039
2025-03-01|CP0065|CH003|P017|MK009|PR012|CT0018,PR012
2025-04-01|CP0065|CH004|P017|MK009|PR012|CT0018,PR012
2025-05-01|CP0065|CH004|P017|MK009|PR012|CT0018,PR012
2025-05-01|CP0065|CH003|P017|MK009|PR012|CT0018,PR012
2025-07-01|CP0065|CH004|P017|MK009|PR012|CT0018,PR012
2025-07-01|CP0065|CH003|P017|MK009|PR012|CT0018,PR012
2025-09-01|CP0065|CH004|P017|MK009|PR012|CT0018,PR012
2025-09-01|CP0065|CH003|P017|MK009|PR012|CT0018,PR012
2024-08-01|CP0066|CH004|P018|MK005|PR005|CT0009,PR005
2024-09-01|CP0066|CH004|P018|MK005|PR005|CT0864,PR005
2024-10-01|CP0066|CH004|P018|MK005|PR005|CT0278,PR005
2024-11-01|CP0066|CH004|P018|MK005|PR005|CT0009,PR005
2024-12-01|CP0066|CH004|P018|MK005|PR005|CT0278,PR005
2025-01-01|CP0066|CH004|P018|MK005|PR005|CT0278,PR005
2025-02-01|CP0066|CH004|P018|MK005|PR005|CT0704,PR005
2025-03-01|CP0066|CH004|P018|MK005|PR005|CT0278,PR005
2024-09-01|CP0067|CH006|P047|MK011|PR043|CT0600,PR043
2024-10-01|CP0067|CH010|P047|MK011|PR043|CT0600,PR043
2024-11-01|CP0067|CH006|P047|MK011|PR043|CT0187,PR043
2024-12-01|CP0067|CH006|P047|MK011|PR043|CT0187,PR043
2025-01-01|CP0067|CH006|P047|MK011|PR043|CT0187,PR043
2025-01-01|CP0067|CH010|P047|MK011|PR043|CT0187,PR043
2025-02-01|CP0067|CH006|P047|MK011|PR043|CT0584,PR043
2025-03-01|CP0067|CH010|P047|MK011|PR043|CT0600,PR043
2024-03-01|CP0068|CH002|P018|MK005|PR057|CT0635,PR057
2024-03-01|CP0068|CH004|P018|MK005|PR057|CT0736,PR057
2024-04-01|CP0068|CH004|P018|MK005|PR057|CT0736,PR057
2024-05-01|CP0068|CH002|P018|MK005|PR057|CT0635,PR057
2024-06-01|CP0068|CH002|P018|MK005|PR057|CT0183,PR057
2024-06-01|CP0068|CH004|P018|MK005|PR057|CT0635,PR057
2024-07-01|CP0068|CH002|P018|MK005|PR057|CT0183,PR057
2024-03-01|CP0069|CH002|P016|MK012|PR075|CT0182,PR075
2024-05-01|CP0069|CH002|P016|MK012|PR075|CT0889,PR075
2024-06-01|CP0069|CH002|P016|MK012|PR075|CT0182,PR075
2024-07-01|CP0069|CH007|P016|MK012|PR075|CT0182,PR075
2024-08-01|CP0069|CH007|P016|MK012|PR075|CT0889,PR075
2024-08-01|CP0069|CH002|P016|MK012|PR075|CT0889,PR075
2025-02-01|CP0070|CH008|P015|MK008|PR030|CT0557,PR030
2025-03-01|CP0070|CH008|P015|MK008|PR030|CT0265,PR030
2025-04-01|CP0070|CH003|P015|MK008|PR030|CT0265,PR030
2024-01-01|CP0071|CH001|P003|MK012|PR074|CT0201,PR074
2024-02-01|CP0071|CH001|P003|MK012|PR074|CT0628,PR074
2024-03-01|CP0071|CH001|P003|MK012|PR074|CT0022,PR074
2024-04-01|CP0071|CH002|P003|MK012|PR074|CT0022,PR074
2024-05-01|CP0071|CH002|P003|MK012|PR074|CT0124,PR074
2024-06-01|CP0071|CH002|P003|MK012|PR074|CT0201,PR074
2024-06-01|CP0071|CH001|P003|MK012|PR074|CT0124,PR074
2024-07-01|CP0071|CH002|P003|MK012|PR074|CT0022,PR074
2024-02-01|CP0072|CH007|P007|MK010|PR037|CT0683,PR037
2024-02-01|CP0072|CH009|P007|MK010|PR037|CT0683,PR037
2024-03-01|CP0072|CH007|P007|MK010|PR037|CT0683,PR037
2024-04-01|CP0072|CH007|P007|MK010|PR037|CT0683,PR037
2024-05-01|CP0072|CH007|P007|MK010|PR037|CT0683,PR037
2024-04-01|CP0073|CH006|P012|MK005|PR061|CT0791,PR061
2024-04-01|CP0073|CH007|P012|MK005|PR061|CT0791,PR061
2024-05-01|CP0073|CH006|P012|MK005|PR061|CT0791,PR061
2024-06-01|CP0073|CH007|P012|MK005|PR061|CT0791,PR061
2024-07-01|CP0073|CH006|P012|MK005|PR061|CT0791,PR061
2024-08-01|CP0073|CH007|P012|MK005|PR061|CT0791,PR061
2024-08-01|CP0073|CH006|P012|MK005|PR061|CT0791,PR061
2024-09-01|CP0073|CH007|P012|MK005|PR061|CT0791,PR061
2024-10-01|CP0073|CH006|P012|MK005|PR061|CT0791,PR061
2024-11-01|CP0073|CH006|P012|MK005|PR061|CT0791,PR061
2024-06-01|CP0074|CH009|P029|MK009|PR065|CT0386,PR065
2024-06-01|CP0074|CH003|P029|MK009|PR065|CT0386,PR065
2024-09-01|CP0074|CH008|P029|MK009|PR065|CT0466,PR065
2024-11-01|CP0075|CH006|P023|MK007|PR021|CT0365,PR021
2024-12-01|CP0075|CH010|P023|MK007|PR021|CT0113,PR021
2025-01-01|CP0075|CH010|P023|MK007|PR021|CT0672,PR021
2025-02-01|CP0075|CH006|P023|MK007|PR021|CT0620,PR021
2025-03-01|CP0075|CH010|P023|MK007|PR021|CT0365,PR021
2025-03-01|CP0075|CH006|P023|MK007|PR021|CT0365,PR021
